aae;sae;pred;TAG_NUL;TAG_NEG;TAG_AIN;TAG_HAB;PRED_NUL;PRED_NEG;PRED_AIN;PRED_HAB;result
The runner is travelling to the beach tomorrow , so he;The runner travelling to the beach tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The painter is going to New York this weekend , so she;The painter going to New York this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to New York this weekend , so they;The painter going to New York this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is going to New York this weekend , so he;The painter going to New York this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to New York next weekend , so she;The painter going to New York next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to New York next weekend , so they;The painter going to New York next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is going to New York next weekend , so he;The painter going to New York next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to New York tomorrow , so she;The painter going to New York tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to New York tomorrow , so they;The painter going to New York tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The painter is going to New York tomorrow , so he;The painter going to New York tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to Hawaii this weekend , so she;The painter going to Hawaii this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to Hawaii this weekend , so they;The painter going to Hawaii this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is going to Hawaii this weekend , so he;The painter going to Hawaii this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to Hawaii next weekend , so she;The painter going to Hawaii next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to Hawaii next weekend , so they;The painter going to Hawaii next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is going to Hawaii next weekend , so he;The painter going to Hawaii next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to Hawaii tomorrow , so she;The painter going to Hawaii tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to Hawaii tomorrow , so they;The painter going to Hawaii tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The painter is going to Hawaii tomorrow , so he;The painter going to Hawaii tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to the Bahamas this weekend , so she;The painter going to the Bahamas this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to the Bahamas this weekend , so they;The painter going to the Bahamas this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is going to the Bahamas this weekend , so he;The painter going to the Bahamas this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to the Bahamas next weekend , so she;The painter going to the Bahamas next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to the Bahamas next weekend , so they;The painter going to the Bahamas next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is going to the Bahamas next weekend , so he;The painter going to the Bahamas next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to the Bahamas tomorrow , so she;The painter going to the Bahamas tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to the Bahamas tomorrow , so they;The painter going to the Bahamas tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The painter is going to the Bahamas tomorrow , so he;The painter going to the Bahamas tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to the lakehouse this weekend , so she;The painter going to the lakehouse this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to the lakehouse this weekend , so they;The painter going to the lakehouse this weekend , so they;packing;1;0;0;0;1;0;0;0;0
The painter is going to the lakehouse this weekend , so he;The painter going to the lakehouse this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to the lakehouse next weekend , so she;The painter going to the lakehouse next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to the lakehouse next weekend , so they;The painter going to the lakehouse next weekend , so they;packing;1;0;0;0;1;0;0;0;0
The painter is going to the lakehouse next weekend , so he;The painter going to the lakehouse next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to the lakehouse tomorrow , so she;The painter going to the lakehouse tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to the lakehouse tomorrow , so they;The painter going to the lakehouse tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The painter is going to the lakehouse tomorrow , so he;The painter going to the lakehouse tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to the beach this weekend , so she;The painter going to the beach this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to the beach this weekend , so they;The painter going to the beach this weekend , so they;packing;1;0;0;0;1;0;0;0;0
The painter is going to the beach this weekend , so he;The painter going to the beach this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to the beach next weekend , so she;The painter going to the beach next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to the beach next weekend , so they;The painter going to the beach next weekend , so they;packing;1;0;0;0;1;0;0;0;0
The painter is going to the beach next weekend , so he;The painter going to the beach next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is going to the beach tomorrow , so she;The painter going to the beach tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The painter is going to the beach tomorrow , so they;The painter going to the beach tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The painter is going to the beach tomorrow , so he;The painter going to the beach tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The painter is travelling to New York this weekend , so she;The painter travelling to New York this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to New York this weekend , so they;The painter travelling to New York this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to New York this weekend , so he;The painter travelling to New York this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to New York next weekend , so she;The painter travelling to New York next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to New York next weekend , so they;The painter travelling to New York next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to New York next weekend , so he;The painter travelling to New York next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to New York tomorrow , so she;The painter travelling to New York tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to New York tomorrow , so they;The painter travelling to New York tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to New York tomorrow , so he;The painter travelling to New York tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to Hawaii this weekend , so she;The painter travelling to Hawaii this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to Hawaii this weekend , so they;The painter travelling to Hawaii this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to Hawaii this weekend , so he;The painter travelling to Hawaii this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to Hawaii next weekend , so she;The painter travelling to Hawaii next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to Hawaii next weekend , so they;The painter travelling to Hawaii next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to Hawaii next weekend , so he;The painter travelling to Hawaii next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to Hawaii tomorrow , so she;The painter travelling to Hawaii tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to Hawaii tomorrow , so they;The painter travelling to Hawaii tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to Hawaii tomorrow , so he;The painter travelling to Hawaii tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the Bahamas this weekend , so she;The painter travelling to the Bahamas this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the Bahamas this weekend , so they;The painter travelling to the Bahamas this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the Bahamas this weekend , so he;The painter travelling to the Bahamas this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the Bahamas next weekend , so she;The painter travelling to the Bahamas next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the Bahamas next weekend , so they;The painter travelling to the Bahamas next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the Bahamas next weekend , so he;The painter travelling to the Bahamas next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the Bahamas tomorrow , so she;The painter travelling to the Bahamas tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the Bahamas tomorrow , so they;The painter travelling to the Bahamas tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the Bahamas tomorrow , so he;The painter travelling to the Bahamas tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the lakehouse this weekend , so she;The painter travelling to the lakehouse this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the lakehouse this weekend , so they;The painter travelling to the lakehouse this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the lakehouse this weekend , so he;The painter travelling to the lakehouse this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is travelling to the lakehouse next weekend , so she;The painter travelling to the lakehouse next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the lakehouse next weekend , so they;The painter travelling to the lakehouse next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the lakehouse next weekend , so he;The painter travelling to the lakehouse next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The painter is travelling to the lakehouse tomorrow , so she;The painter travelling to the lakehouse tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the lakehouse tomorrow , so they;The painter travelling to the lakehouse tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the lakehouse tomorrow , so he;The painter travelling to the lakehouse tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the beach this weekend , so she;The painter travelling to the beach this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the beach this weekend , so they;The painter travelling to the beach this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the beach this weekend , so he;The painter travelling to the beach this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the beach next weekend , so she;The painter travelling to the beach next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the beach next weekend , so they;The painter travelling to the beach next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the beach next weekend , so he;The painter travelling to the beach next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the beach tomorrow , so she;The painter travelling to the beach tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the beach tomorrow , so they;The painter travelling to the beach tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The painter is travelling to the beach tomorrow , so he;The painter travelling to the beach tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The chef is going to New York this weekend , so she;The chef going to New York this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The chef is going to New York this weekend , so they;The chef going to New York this weekend , so they;packing;1;0;0;0;1;0;0;0;0
The chef is going to New York this weekend , so he;The chef going to New York this weekend , so he;packing;1;0;0;0;1;0;0;0;0
